fen,best
8/3b1p1n/p3k2P/P1p1P1Q1/4Q3/7r/8/2K3B1 w - - 0 59,e4c4
3k2n1/3n4/2p1Bp1r/P6p/1bp2P1P/4RRK1/2NQ4/6N1 w - - 7 49,d2d7
Q7/r2k4/1n2p2p/R1P1PB1P/3p4/8/2N1K3/8 w - - 1 64,a5a7
2n3k1/8/Q4PP1/4p1p1/Pp2p3/1P2K2R/8/6R1 w - - 1 56,a6c8
5N2/1Q1b4/B2k2rn/4p3/3n1p2/3P2PP/P1P2PK1/R1B3NR w - - 13 40,c1a3
r3kbn1/1p3pp1/2pQ3r/pN5q/4P2P/5n1b/PPP1KP1R/2R2BN1 w - - 1 19,b5c7
3N4/k7/4P3/2p1n3/3P4/1p2PQ2/6K1/8 w - - 6 117,f3b7
2r2k2/r7/ppN1pPPR/3b4/P1pP4/RP1P4/4P2K/8 w - - 2 35,h6h8
rn1qkbnr/p1p1p3/b4pp1/1N1pP3/Q1P3p1/7N/PP1P1P1P/R1B1KB1R w KQkq - 0 10,b5d6
r1b3n1/p2p4/3P4/PpP3p1/1nN2k2/1P3p1r/1BQP4/1R3KR1 w - - 1 28,b2e5
5k2/p2n4/5b1N/r7/3P3p/2B5/4R1R1/4K3 w - - 0 104,g2g8
1n2bk2/6r1/1Ppn3P/1PP5/p2Q4/3p1P2/5K2/8 w - - 7 75,d4g7
3rk3/3n3p/8/p6P/1pQ3N1/1BPP1PP1/7R/2BK3R w - - 2 62,c4f7
2k2r1R/2B5/1PP5/p2b2n1/2p5/2P5/8/4K3 w - - 21 80,h8f8
1r2q1rk/p1Q5/bp1b1P2/3P2p1/P3B2p/2P4P/5P1R/RN2K3 w - - 1 48,c7h7
5n2/8/3P4/2Q5/5n1K/3k1B2/8/5R2 w - - 5 133,f1d1
1N1k4/8/4p3/8/1P4Kp/P2P1Q1P/1B3P2/2R2B2 w - - 2 68,f3f8
8/8/P3r3/k4p2/3Pp1P1/8/3R4/1R2K1n1 w - - 3 87,d2a2
1nbq1bnr/r1p1p1pp/3k1p2/p6P/1p1PP1P1/1Qp5/PP1NNP1R/R1B1KB2 w Q - 2 12,b3d5
4q3/2rp1n2/1p3pp1/p2b2P1/PpPp4/1P1Pk3/B1K5/R4R2 w - - 7 51,a1e1
2N2b2/2p3r1/p3k2q/PnQ2p1p/1pP1P3/5PPN/R4KB1/2B4R w - - 1 29,c5f5
5b2/8/p2r1Q2/P1ppp1p1/4P3/1b4k1/RP3NPr/3nKBR1 w - - 1 52,f6g5
1q6/NP3R2/5P2/5Pp1/1P2P2k/p4r2/P5Q1/R2K4 w - - 0 84,f7h7
2N1k3/2Q5/8/1N4K1/8/8/8/8 w - - 9 124,c7e7
k3N2r/1p6/1P1R4/p4N2/Pn6/2pp1nP1/6R1/1K1B4 w - - 7 62,d6d8
rnq2bnr/1p6/3p1k1p/p4p1B/1P3P1p/3p2P1/Q1P1P3/RNB2KNR w - - 1 21,a2f7
8/Q2rR3/2pk3b/2p3p1/2P3Pp/1n4nB/7P/1K4N1 w - - 2 56,a7d7
4k2r/n4p2/3p1QN1/pP6/R1pPp2p/1PNB4/2P3b1/4K1R1 w k - 0 35,f6e7
3k4/2p1n3/pr1P4/1B6/1P1P1Q2/P2N1pNp/7P/3RK2R w - - 2 55,f4f8
7k/R7/b4PPp/8/8/1BK5/1B1P4/8 w - - 1 66,a7h7
4r3/2pk4/2rb1p1p/1pPN4/p1B2PP1/4Q1P1/2K5/4R3 w - - 14 61,e3e8
2Bk3b/7r/6p1/1NQpB3/R3P3/r4PpP/8/n4KN1 w - - 3 62,c5f8
2bk4/rp1r1P1p/1P5n/p1n3p1/2PP1PNb/6P1/K7/4b2R w - - 0 42,f7f8q
BQr4r/3k2b1/7p/5R1p/3pR3/3P2P1/6K1/6B1 w - - 1 72,f5d5
5rk1/8/3P4/4pPp1/4N1KQ/p2nP1P1/P3B3/2B3NR w - - 3 59,h4h7
b2k4/1R2N3/8/P1QNp3/P2b2p1/3K1P1p/8/2B4B w - - 1 63,c5c8
1r2n1r1/pP1R4/2p1k1p1/1p5p/1Q2p1PP/NR5B/3PP3/2B2K2 w - - 1 37,b4e7
r1bqkbBr/p2np2p/1ppp1p2/4P1p1/6Q1/8/PPPP1PPP/RNB1K1NR w KQkq - 1 7,g4h5
2br2q1/8/P1p1pp2/1P3k1p/7p/3R1K1N/q3PP2/1Q5n w - - 0 41,d3d5
3q2B1/6b1/3p2p1/2p1p1PP/8/P1krBP2/6RK/N7 w - - 3 61,g2c2
4r3/kbQp4/4Nn2/2P1p3/1p2P3/P3b3/R3n2P/1N1KBR2 w - - 0 47,a3b4
b7/2Q5/p1P2rkb/2PPp1Np/1K3PpP/3p2B1/5rPR/5B2 w - - 3 53,c7h7
3R4/4b3/6Pp/8/1R1p4/3B4/8/k3K3 w - - 7 95,d8a8
4Q3/1k6/2R5/r7/P7/2r1B3/2n4N/1N5K w - - 19 107,e8c8
1r2r3/1R2p3/q1bpk1p1/2n2p2/N1p1P2p/P1BPQB1N/2P2KPP/7R w - - 1 32,h3g5
5kN1/p7/Pn1p4/1Q5r/4RpR1/7P/8/4bK2 w - - 4 96,b5e8
r3kqnr/1bp5/3Q1p2/N2p3p/pP3P1P/B6B/3PP3/1R3RK1 w - - 1 27,d6d7
2k5/7Q/8/3p4/5p2/R4K2/8/3n4 w - - 1 105,a3a8
Qr4k1/8/6PP/8/2b2p2/P7/5K2/8 w - - 3 115,a8b8
rn1q1br1/2p1pppp/p1p5/1p1kNB2/5Q2/4P2P/PP1n1PP1/R1BK3R w - - 1 18,f4d4
5r1k/8/P4N2/2Q3B1/NR5p/7K/8/8 w - - 1 104,c5f8
5k2/1Q6/8/5P2/P3P1b1/2p4R/2K5/r5rR w - - 7 89,h3h8
8/7k/1p3P1n/r1bPp3/1q2pR2/2P4K/1p1B2QP/1NR5 w - - 2 62,g2g7
5k2/7R/8/8/2R2N2/1Pp1n3/p7/4K3 w - - 0 87,c4c8
1nbkr3/rp1p4/Q2Pp1n1/7p/1P3ppN/1p2PP2/PbN3PP/1RBBK2R w K - 0 25,a6b6
2Q3R1/7b/6n1/8/4P3/3k1B2/1K6/8 w - - 5 122,c8c3
1n5B/4Pk1p/ppQ5/3p4/qP1P1b2/P6P/1K4PR/RN4N1 w - - 4 35,e7e8q
3k4/r7/1P6/8/2p1KQB1/2p1P3/8/4B1R1 w - - 1 62,f4f8
4r2r/pQ3Nbp/np1Bpk1n/1P3p1P/P1q2P2/6Pp/2P1PKB1/RN6 w - - 1 27,d6e5
2k3n1/2r1p2n/1p3Np1/8/P2P4/1PQ5/1R5P/2R1K3 w - - 1 45,c3c7
rn2k2r/1b3pbp/p1P2Q1n/1p1pp3/3PN3/B1P1KP1N/P3P1PP/R4B1R w kq - 2 16,f6e7
8/2krQ3/5N2/1R2P1n1/8/p3b2p/P1p4P/4RK2 w - - 0 63,e7d7
1r5r/1R4B1/3bk3/1P3p1p/1p3P2/1R1B4/2PK1N1n/1N6 w - - 3 53,d3c4
2Q5/k5b1/5RP1/2p1P2p/2PnP3/1p6/3r4/4BK2 w - - 10 74,f6a6
rnkb3Q/1b3P2/2Np2pn/p3p3/2p1K1pP/NpP5/PP1P3R/R1B2B2 w - - 1 27,h8d8
b6B/8/4R3/8/8/2K5/8/2k5 w - - 71 208,e6e1
Q1N3nb/5rBp/4k1p1/2p4R/p1P5/5Pqp/4B3/1N1K2R1 w - - 0 48,a8d5
rnb2krb/2ppnp2/pp6/2q1p1Np/2P1P1NP/P2B1QP1/1P1P1P2/R1B1K1R1 w - - 2 21,f3f7
b4b1k/8/4Q3/2p3R1/8/p1P2p1p/P4PRP/N3K3 w - - 3 54,e6g8
8/3Q4/6np/2PN2kP/pP1P2P1/P3p1P1/3B4/3b2KR w - - 1 54,d7f5
2n1r3/r1b3Q1/3p1p2/p2qkP2/8/Pn3P1N/3R3K/3R1b2 w - - 11 56,d2d5
r4k2/2q2p1R/p2PpNp1/B4b2/Pp1p4/1P3B2/4KP2/n1Q3N1 w - - 4 49,c1h6
rnbqkbnr/p1ppp2p/8/1p3pp1/1P2P2P/8/P1PP1PP1/RNBQKBNR w KQkq - 0 4,d1h5
b3rN2/4p1r1/p1p4p/nPpN2kq/1P1R4/P7/3K1P2/R3Q3 w - - 3 46,e1e5
rn1qkb1r/pp1bnp2/3pp3/1N4p1/6PP/1PP2P2/P2QP1BR/R3K1N1 w Qkq - 4 17,b5d6
8/8/3Q3K/7P/8/1k1P4/R7/8 w - - 9 139,d6a3
4Q3/8/8/1BkP4/8/2K5/8/8 w - - 50 116,e8c6
5kN1/5p2/3b2P1/7p/P2Pp2P/5Q2/8/R5K1 w - - 1 70,f3f7
7k/3b1Q2/1p5p/1p2p3/1n1BP3/3q1P1N/6PK/7R w - - 9 65,d4e5
3k4/1P6/2B1K3/1RP5/8/2b5/8/8 w - - 2 154,b7b8q
rnbqkb1r/3pp1p1/p2P1p2/1p5p/Pnp2P1P/NP2B3/2Q1P1P1/2RK1BNR w q - 0 16,c2g6
B1b1qBn1/p5pr/n1p2b1p/3p3k/4p2P/5P2/3PN2R/1NQ2K2 w - - 11 30,e2f4
4k3/N4N2/p1p1B1P1/P1P5/7Q/K1RP4/5b2/8 w - - 3 68,h4d8
1k6/8/1P3R2/4n3/3nB3/4b1K1/5N2/8 w - - 9 128,f6f8
5kB1/8/5P2/3R4/P1p5/8/5Kp1/r7 w - - 2 88,d5d8
4k2r/r1bb1p2/5P1R/p1pP4/1pP1N1p1/5NP1/3p1RB1/6K1 w k - 0 42,h6h8
k1Br4/1n6/8/2pQ4/1P2P1pB/rpKp2P1/8/R5qb w - - 0 79,d5b7
5k2/1rQ5/2p2prp/4PK1b/4P1p1/1P1R2PP/P1N4R/6N1 w - - 0 43,d3d8
rk6/2q1N1b1/1P1pr3/4pp1p/1p3P1P/3PPB1p/2N5/R1Q4K w - - 1 41,a1a8
2r1k3/n1p5/p4PN1/1P1Q2bp/3P2pP/2N1p2b/2P1K3/3r2R1 w - - 1 40,f6f7
r1bk1bn1/2pp1Qpr/p1n1pp2/1p5p/P4PPP/NPP4B/3PP2R/1RB1K1N1 w - - 1 15,f7f8
2q2bnr/r2pp1k1/p4ppp/2p1N3/5PPP/PQ1P4/1N2P3/R1BK1B1R w - - 1 31,b3f7
r1Q5/p6k/8/Pp5N/4PB1p/2r4B/4b3/K7 w - - 0 62,h3f5
N4R2/4n2k/5B1p/p1n4P/p3pp2/7K/4N3/1Rb3N1 w - - 1 77,f8h8
1n2k3/8/1Q5q/2B2RB1/2P1r3/pP6/K2P4/RN4r1 w - - 2 54,b6d8
3N2rk/pb3rbp/n1p2p2/2P3p1/1P1N1n2/P1K5/8/3R4 w - - 5 36,d8f7
2rnkb1r/p2b3N/7p/p2Bpp2/7p/B1n1PP2/2RP1KP1/1NQ3R1 w - - 2 27,h7f6
7n/6b1/P1N1k3/p1Q1p1pr/4PPpp/N3R2B/1P1P1K1P/R1B5 w - - 0 55,c5e7
1b3k2/8/4P3/5N1P/p7/2RB4/5K2/8 w - - 4 145,c3c8
3r3k/8/8/1p3P2/pb1p4/P3R3/8/6QK w - - 2 69,e3h3
4k3/4r3/1R1R2P1/pP5p/1p2n2N/4P3/8/2B1K2B w - - 0 62,b6b8
1Q6/4n2P/6R1/8/k5p1/2p5/7b/3K4 w - - 5 101,g6a6
4k3/8/p2R1PP1/4B3/P7/2P3p1/2B4R/5K2 w - - 1 69,h2h8
8/8/1Q6/6R1/8/7p/k7/6K1 w - - 16 105,g5a5
6k1/p4r2/5PP1/3B4/n6p/1R2K3/7R/4N1B1 w - - 0 57,b3b8
1R1b2k1/5p1r/p6P/2p2bP1/r1p1Bn1R/2P5/2K4P/3N4 w - - 6 60,b8d8
8/8/8/k7/p1B4r/K7/2B1R3/6B1 w - - 8 108,e2e5
2b1k1n1/4p3/1Bp1P2r/1p2b1pp/8/2NQP3/PPPK1PPP/2R2BR1 w - - 1 20,d3d8
4k3/R4N2/6N1/PpP4p/3rp1B1/6K1/8/8 w - - 2 79,a7e7
4kbn1/5rB1/2Np2Q1/pp6/P5b1/1P3Rr1/R2P2B1/3K4 w - - 6 39,g6f7
7B/2p3p1/1rn3B1/3kpN2/1P5P/2pb4/8/4R2K w - - 3 54,g6f7
2r3nr/n1bb1k2/P5pR/1B3P1p/4pPQP/B3P3/2RN4/4K3 w - - 0 42,g4g6
7k/2PQ4/1K1B4/1b1rp2n/1Rq4p/8/7P/R7 w - - 11 80,a1a8
B7/q1p1n3/2Pkprpp/4r2P/P1BP1P2/6P1/K3N2N/5R1R w - - 3 63,f4e5
r2qkbr1/p2np2p/b1p2np1/P5N1/1P1p1p1P/2Pp4/Q2BPPP1/2RK1B1R w - - 1 20,a2f7
2nrk2r/p1pqppQ1/2n5/5B1p/P2Pp3/RP3NP1/2P2P1P/1N1K3R w k - 0 23,g7h8
r7/pbp2p2/n1k1p3/2PpPpr1/pP1b1P2/N2P4/2Q4q/R3KB1R w KQ - 0 28,c2a4
3r4/2pk2br/p4Q2/n2Ppn1p/PP1N1pP1/3P1P1P/3K1NB1/R4R2 w - - 1 35,f6e6
r1b3n1/p2pq1pr/n4R2/1p1k2Pp/PPp4P/BN1BP3/1QP2K2/R5N1 w - - 7 27,b2d4
8/2np4/1R4Pk/4B3/p4Kp1/8/8/2R5 w - - 4 105,c1h1
1nbqk1nQ/1pbpp3/r3N1p1/p1p5/1PP1p3/3P4/P3PPPP/2B1KB1R w K - 1 15,h8g8
3rk2r/pp4Q1/7p/2p1pnp1/2P3B1/PR1PP2P/1B6/1N2K1NR w - - 0 27,g4h5
4Q3/8/7P/p1N2k2/5P2/8/8/2B4K w - - 2 98,e8e6
6k1/2Q5/2N2K2/8/8/7p/n3b3/8 w - - 7 105,c7g7
3rk1n1/6pr/3pPQ2/2q2p1p/2p2P2/P4KP1/3BP2R/1N3B2 w - - 2 46,f6f7
6k1/4R3/8/5Q2/7K/8/8/8 w - - 8 159,f5c8
1n6/2B1n2p/B1P3p1/P6k/7P/1P1P1N2/4K1Q1/5RNr w - - 0 56,g2g5
b1r5/3n4/r1p5/2b2p1p/2B4p/2k1P2N/1R3BRK/Q7 w - - 8 55,a1c1
4k1N1/4n2Q/1p6/pP4P1/5P2/R3NK2/3r3P/n2r1R2 w - - 13 89,h7e7
6r1/3b4/1pBk1n2/p4RBp/2ppQ3/6P1/P3NR2/bK6 w - - 5 49,g5f4
2kb1N2/3n4/p7/4Q2p/1p2P1pP/R3K1PN/1N2B2R/2r5 w - - 3 66,e2a6
8/knR3K1/2Q5/5RB1/8/1pN4p/7P/3N4 w - - 19 109,c6b7
4r1k1/5R2/1P1r4/p4pp1/8/2QPN2B/6b1/1KN5 w - - 0 71,c3g7
6Q1/8/4n2k/p6P/7r/8/1K6/8 w - - 7 132,g8g6
1n4R1/1rk1P3/pp2p2p/Pb3p1P/2NQ1N2/6n1/2P1PPP1/4K3 w - - 4 39,d4d6
3N3R/8/3B1k1K/p7/P2p3p/8/N7/7q w - - 5 73,h8f8
8/R1Q5/1p2p1k1/3pP1nR/P2pP2B/6K1/4N1p1/7b w - - 12 60,e2f4
1n1q1k2/rp2p1r1/6P1/p1pRPn2/1Pp4P/5Pb1/P1N5/R2Q1KN1 w - - 1 33,d5d8
q4kn1/3p2R1/n1bN1p2/P3p3/1rp2P2/5RP1/2NBP1K1/8 w - - 4 50,g7f7
3r3k/3n4/rp1p4/3PpP2/p3R2p/pP4Rb/P7/4K3 w - - 6 50,e4h4
1rbqkbr1/p1ppp1p1/2nQ3p/Pp5n/8/1PPP2p1/4PP1P/RNB1KBNR w KQ - 4 11,d6g6
rkb2r2/p7/P1p2pnp/2Q1pP2/1P4PN/1K1P4/3R1R1P/1N6 w - - 5 47,c5d6
2k1b3/Q1r5/3R1Nq1/PP2P2p/2p5/2Kn3r/8/6R1 w - - 12 74,a7a8
7Q/5B2/8/2R1N3/p2k4/3Pp3/8/b1K4R w - - 0 99,c5c4
k7/7R/1B6/1p6/1P5p/PN1p2p1/6K1/2R4r w - - 10 62,c1c8
1r1k1r2/6R1/4p2b/3p3p/K2P2B1/PQ5p/3B4/5NR1 w - - 3 56,b3b8
1Qb1k3/4r3/1p2P3/pPp3p1/2K1p3/1P5P/P3N3/1R1N1B1R w - - 1 47,b8c8
5r2/7q/n4n2/pk1P1P2/3PpP1p/B1Q2B1P/P7/RN2K1Rb w - - 5 46,c3c6
8/8/5N2/8/r6Q/8/k5b1/2K5 w - - 10 133,h4a4
5N2/1p3Q2/1P6/p3k2p/4r2P/4P3/7K/4n3 w - - 0 80,f7e6
8/2b5/1pB3Qp/8/2b2k1P/3PpN1R/8/2K5 w - - 4 80,g6e4
2N2k1r/5r2/n1B1R2P/p2Pp3/P1P1q3/3pP1p1/3N4/4K3 w - - 11 63,e6e8
1nb2k1r/1r1pqn2/p4N2/2p1p2p/R2PP1QP/b1N2PR1/2P2KP1/5B2 w - - 0 27,g4g7
4Nrk1/r3p2p/n4Q2/1p1qPbB1/pp5P/3B4/PR4P1/1N2K1R1 w - - 1 33,f6g7
8/8/4P1p1/6P1/5p1p/7k/1r2N1R1/4K3 w - - 2 84,e2f4
rnrk4/1p3Qbp/2p3bn/NB2p3/q2PPP1p/5N1R/RP6/2B2K2 w - - 1 31,a5b7
qNr5/p1k5/P4P1p/1R2pQPB/2P3p1/3p2PN/7B/1K1R4 w - - 0 60,f5d7
1k2BR2/8/1B6/6K1/8/3B4/8/8 w - - 5 112,e8c6
1B6/2P5/3k4/3N1P2/1PB5/8/2bK4/8 w - - 1 83,c7c8q
6k1/8/6K1/8/8/8/8/2R5 w - - 7 209,c1c8
8/3B4/8/P7/5K1k/2p2B2/8/6B1 w - - 0 120,g1f2
rnbqkbnr/3pp3/p1p2pp1/1p5Q/2B1P2P/P5P1/1PPP1P2/RNB1K1NR w KQkq - 0 7,h5g6
2k2nR1/3R4/P6N/1PN1n3/8/8/2K5/8 w - - 1 141,g8f8
8/1r3p1k/3b1P2/2p2p1P/5P2/2q3Q1/2RNK3/5r2 w - - 0 73,g3g7
7r/1BBk4/3P1p1p/1N3P2/1p1n2KP/3P4/P7/4R1R1 w - - 2 47,e1e7
1n1r3k/8/2P2N2/bn2P2p/rPP3PP/1P6/1K5R/1Q1R3b w - - 5 59,b1h7
R7/8/2nP3p/2R3rP/1k2p3/1rR5/7K/8 w - - 18 108,c3c4
2k1b1n1/1R2p1b1/4P3/R1P4p/3pBP2/7r/N7/3K3n w - - 4 78,a5a8
2r5/1b1nn1b1/2p1k3/p1P1N2P/P1P1P3/8/K5R1/3Q4 w - - 1 69,d1d6
b5r1/p7/P3Q3/6Bk/5P2/1P3n1P/R1n1K2R/8 w - - 9 76,e6h6
1r1n3k/6p1/5PQr/1p1P1P2/P1p1N3/3p3p/1B1P1K2/8 w - - 1 60,g6g7
b1r3Qq/p1pR4/P6k/4pPpr/3n1PPp/b1p4P/2P1BK1R/4B1N1 w - - 1 44,g8g6
4kb1r/3rpp1p/1pn2Bpn/p4Q2/P1PP1KB1/4rP1q/1P6/RN4NR w k - 4 21,f5d7
5R2/2R5/8/2K1k3/1p6/8/8/1q6 w - - 1 106,c7e7
3rrR2/p3k3/1n6/b1p1Kp2/PpB3pP/B7/3P1P2/7q w - - 4 64,f8f7
2r2q2/1R6/2pk1p2/p1p2PQ1/P1P1B2N/1K1Pr2P/8/2R5 w - - 5 54,g5f4
rnbqkbnr/p2pp3/Bp3ppp/2p4Q/2P5/N3P2P/PP1P1PP1/R1B1K1NR w KQkq - 0 7,h5g6
2bkr3/2r2R1p/1P1n4/p1P1n3/p2p3P/2N1PN2/6Q1/3K4 w - - 1 60,b6c7
rk5r/p7/2Q1PNP1/1p5P/PP4p1/7N/R6P/1Rb3K1 w - - 1 61,f6d7
5b1r/4p1p1/pRB1k3/P3p2P/2P1PP2/6r1/8/n3K2N w - - 0 40,c6e8
8/7R/6P1/k3K3/8/1R6/8/5N2 w - - 24 158,h7a7
4k1B1/1N6/4r3/4pPK1/rB5p/Pn1R4/R6P/3Q4 w - - 2 53,d3d8
8/2nr4/7P/4K3/2p2Q2/8/p7/k1r5 w - - 2 138,f4c1
rnq1b1R1/p7/5p2/3P1k1r/RNP2PN1/2PK2P1/4B3/2B3R1 w - - 1 44,g4e3
8/1b6/p1p5/k2p3p/6RP/3KQp1n/8/1N6 w - - 0 74,e3c5
1nbqkb1r/1p1pp2N/r4p2/2p5/p4PnP/2P3PR/PPQPP3/RNB1KB2 w Qk - 0 12,c2g6
3k4/R7/8/3B3K/Np1P4/1P3R2/8/8 w - - 5 99,f3f8
1n1Bk3/2rpb3/p1b1pr2/1p1P3p/1Q3P1P/6N1/1P6/5KR1 w - - 1 40,b4e7
8/1P3Pk1/6B1/5P2/PQ6/8/n7/1N2K3 w - - 8 85,f7f8q
rn3bnr/pp3p1p/1N3kp1/2pPp3/P2B2b1/3P1N2/1PR1Q1BP/4K2R w K - 0 19,e2e5
Q4b2/2q2k1r/3Bpp1p/5P1P/3P4/1rP4B/3N1PbR/R3K1N1 w - - 5 42,a8f8
1nk5/3b1p1r/rB4p1/pNpn2b1/P1Bp3p/3PqP2/2P4P/2R2KNR w - - 3 37,b5d6
r3kb1r/p1P1n1Q1/1p3p1p/1q1p3P/4NPP1/1n6/P2PP1BN/1R2K1R1 w - - 1 29,e4f6
6k1/Q7/6P1/4p2p/b2P3P/1p2B3/1P3R2/4R1K1 w - - 3 76,a7h7
1kr5/q2P4/2b4P/8/2r1PpB1/6B1/1K4R1/5n2 w - - 2 82,d7c8q
4Q3/5Pkr/1R6/P1Pp1q2/1B5b/1K1B4/4N3/8 w - - 1 78,e8g8
rnb2b2/1n3Q2/1R1p2pk/p4P1r/P2pP2p/NR1p1K2/5P2/6N1 w - - 6 44,f7g6
8/7p/1Q3rp1/1P3k1r/N3p2b/4KbR1/P2RP3/5B2 w - - 3 46,d2d5
3k1bnr/r1pb2pp/1pQ1p3/pB3p2/P1p1N1q1/4P3/RP1P1PPP/1NB1R2K w - - 1 20,c6d7
r1bqkbnr/p1ppp1p1/np3p1p/8/6P1/2P2P2/PPQPP2P/RNB1KBNR w KQkq - 2 5,c2g6
6kq/rp4p1/1p6/p1n3Nr/P1p1PppP/3R4/4PbP1/3K1BNR w - - 2 29,d3d8
q3r3/3p4/2p2N1k/r1P1p3/p1R5/5p1p/7P/2bK2Q1 w - - 20 51,c4h4
8/7R/p3kP2/P3p3/1B2B1N1/R1p5/8/2K5 w - - 0 79,h7e7
2r2k1r/p1pb1p1p/4Q1PP/1p1pp3/1nP5/N2PKP2/PP2P3/R1B2qN1 w - - 1 24,e6f7
B1b2r2/p1R5/3p1p2/4k2p/2Qp1p2/3n4/PP3NPP/1R3NK1 w - - 0 30,c4d5
R1r1k3/6R1/8/7P/8/p2p4/5nR1/5K2 w - - 1 80,a8c8
rnbk1bnr/p1p1pp1p/1p1N4/5qp1/QPPp1N2/8/P2PPPPP/R1B1KB1R w KQ - 2 9,a4e8
8/r5R1/k6p/pR5r/P1p1B3/P1p1P3/2P5/3K4 w - - 12 67,g7g6
r3k1r1/3nn1pp/3P4/p2p1pQ1/Pp1pP2P/1Pb3Pb/R1P3BR/1NBK2N1 w - - 8 26,g5e7
R4b2/1k2p1r1/5n1B/1PPPP2P/p3R2K/6PQ/8/8 w - - 0 41,h3c8
rn2k3/3b4/1PNp4/1Rp1pp1P/2P5/1P1P1PQP/1b2r3/3K2N1 w - - 6 50,g3g8
8/1R6/8/8/k1K5/8/8/8 w - - 2 147,b7a7
7R/1kn3Q1/1P4b1/8/P1B5/2p5/R7/2K5 w - - 3 87,g7c7
5k2/1Q6/4K3/8/8/8/8/4n2N w - - 9 204,b7f7
4k2B/6R1/1Q6/8/3p3P/p2P4/K7/8 w - - 9 91,b6b8
2bnk1r1/1pQ5/1b2pPp1/4P1p1/P1Pp4/P1N4P/5n1B/1R2K2R w K - 5 34,c7e7
7r/1p4p1/r2b4/p1p1pb1p/2k1BP1P/1R2P1P1/3P1K2/q1BQ2NR w - - 4 32,d2d3
8/1r6/B3RP2/8/k2B1R2/p7/P3K3/R6N w - - 5 92,d4b6
rnbqk1nr/pppp1p1p/6P1/4p3/4P3/b4Q1N/PPPP1PP1/RNB1KB1R w KQkq - 1 7,f3f7
5r2/4B2p/p6k/q1P1N3/4P2P/2R2B1N/4K3/bR6 w - - 1 69,e7f8
6k1/8/3P4/7Q/b2P4/2p2Q2/4pP2/4K3 w - - 11 94,f3f7
1n6/5r2/5Q2/kP1Np2n/p2pP3/1brP3P/P2B2p1/R3KBR1 w - - 7 48,f6b6
1r1bk3/p1R5/Pp5R/3p4/1P1Pp3/3P1P2/4PNB1/6K1 w - - 1 41,h6h8
8/r2pb1p1/6k1/p1n1p1Pp/1P2PPP1/1P1P2R1/7Q/1R2K1N1 w - - 1 44,h2h5
8/8/4Q3/PP4k1/4R3/5bp1/8/2R2BK1 w - - 2 84,c1c5
1r6/3R1n2/4kp1p/p1pNp2P/P3P3/BP1RPp1K/N7/6r1 w - - 0 57,d5c7
8/1N1knQ1r/Bp6/1PRPp2p/5p1P/5N2/2b5/5Kn1 w - - 3 52,f3e5
1r1q3n/1npb3r/4Bp1b/1P1Pk1pP/4P2P/pPN1P3/2Q5/R1BK2NR w - - 10 34,c2h2
1rn4r/4kp1N/6p1/p2Q1B1p/4PP1P/8/P2P2K1/RN1b4 w - - 0 55,d5d7
R2r1k2/8/6K1/P5B1/5N2/8/8/8 w - - 1 140,a8d8
4Q2b/1b6/pK5p/4Brk1/N5P1/1P5P/P1P4p/7R w - - 2 49,e8h5
4kbn1/3rppr1/n1Q4p/3pN2B/3Pb2P/pKP3P1/PP2P2N/1R5R w - - 2 32,c6d7
1k6/8/1K4p1/R6p/1P4pP/3n2N1/5R2/1n6 w - - 4 77,f2f8
rnbk1b2/2pp1p1r/p6Q/1p6/4P3/N1BP1K1P/PP3PP1/5qNR w - - 1 21,h6f8
8/4q1R1/p1p1bk2/Bp6/7p/4N3/5r2/6K1 w - - 13 82,a5c3
2b2k1r/rpp1qp2/2npp1pb/pN4nB/P1P1PP2/N2PK3/1Q4PP/R1B4R w - - 9 24,b2h8
5Q2/8/7P/5NN1/k7/2B5/4KP2/8 w - - 9 102,f8b4
2b2r1k/8/4p2B/4Pp1P/1P6/6Q1/4KRB1/8 w - - 6 46,g3g7
1n6/r1r4B/p1p3pn/1pb3k1/P1PpPR1p/3P3P/RP6/2B2K2 w - - 0 41,f4f5
1n3r2/2p2kbp/r1R1p3/ppBQ2pP/5Pp1/N4bnB/P7/4K2R w - - 6 32,d5e6
2kb3r/3p2B1/b3N2p/1P1Q1Bp1/1PP1NP2/4P2p/1r6/R1Kn2qR w - - 6 49,d5a8
3k4/R6R/P4r2/3n4/6r1/3N2R1/3P2K1/8 w - - 9 107,a7a8
rnbqkb1r/3pnpp1/1p2p2p/p1p3N1/2BPP3/5Q2/PPP2PPP/RNB1K2R w KQkq - 0 7,f3f7
5k1r/6bp/b3Q2P/Pr1B2PR/p4p2/5p2/N2P1N2/3K4 w - - 0 36,e6f7
r1b1kbn1/1ppp1p2/p1n3pr/1N2p1Q1/4P2p/2P2P1N/PP1P2PP/R1B1KB1R w KQq - 1 9,b5c7
rnb4r/5p1p/p2b1k2/Npp1pPpn/3p3P/3P3R/P1P1PBP1/R1Q1KBN1 w Q - 1 22,c1g5
1n4n1/r4qb1/1p2kPpr/p2pB1Pp/PpPP1P1N/1N5b/1R1K2B1/8 w - - 0 36,g2h3
3Br3/5B2/1pb4p/1R1P4/P3P1kP/NP4p1/2K2PQ1/7R w - - 3 54,g2g3
Bn1nk2r/2Q5/b4P2/Rp2pp1p/1PPp3P/7R/1P1P1P2/2B1K1N1 w - - 6 39,c7e7
